lemma,cl
erhalt/NOUN,4042
erhaltung/NOUN,4043
erhebung/NOUN,4044
erheiterung/NOUN,4045
erhitzen/NOUN,4046
erhitzung/NOUN,4047
erholung/NOUN,4048
erholungsgebiet/NOUN,4049
erholungsort/NOUN,4050
erhöhen/NOUN,4051
erhöhung/NOUN,4052
erinnerung/NOUN,4053
erinnerungs-/NOUN,4054
erinnerungsstück/NOUN,4055
erkennen/NOUN,4056
erkennend/NOUN,4057
erkenntnis/NOUN,4058
erkenntnis-/NOUN,4059
erkennung/NOUN,4060
erker/NOUN,4061
erklärung/NOUN,4062
erkrankung/NOUN,4063
erkundung/NOUN,4064
erlangen/NOUN,4065
erlangung/NOUN,4066
erlaubnis/NOUN,4067
erlaß/NOUN,4068
erle/NOUN,4069
erleben/NOUN,4070
erlebnis/NOUN,4071
erledigung/NOUN,4072
erleichterung/NOUN,4073
erlernen/NOUN,4074
erleuchtung/NOUN,4075
erliegen/NOUN,4076
erläuterung/NOUN,4077
erlös/NOUN,4078
erlösen/NOUN,4079
erlöser/NOUN,4080
erlösung/NOUN,4081
ermahnung/NOUN,4082
ermessen/NOUN,4083
ermitteln/NOUN,4084
ermittler/NOUN,4085
ermittlung/NOUN,4086
ermittlungsbehörde/NOUN,4087
ermittlungsverfahren/NOUN,4088
ermordung/NOUN,4089
ermächtigung/NOUN,4090
ermäßigung/NOUN,4091
ermüdung/NOUN,4092
ernennung/NOUN,4093
ernestinischen/NOUN,4094
erneuerung/NOUN,4095
erneuerungsarbeit/NOUN,4096
erneuerungsbewegung/NOUN,4097
erneuerungsrate/NOUN,4098
erniedrigung/NOUN,4099
ernst/NOUN,4100
ernstfall/NOUN,4101
ernsthaftigkeit/NOUN,4102
ernte/NOUN,4103
ernteausfall/NOUN,4104
erntemaschine/NOUN,4105
ernährer/NOUN,4106
ernährung/NOUN,4107
ernährungsempfehlung/NOUN,4108
ernüchterung/NOUN,4109
eroberer/NOUN,4110
eroberung/NOUN,4111
eroberungsfeldzug/NOUN,4112
eroberungsversuche/NOUN,4113
eros/NOUN,4114
erosion/NOUN,4115
erotik/NOUN,4116
erotik-/NOUN,4117
erpressung/NOUN,4118
erprobung/NOUN,4119
erratum/NOUN,4120
erreger/NOUN,4121
erregung/NOUN,4122
erreichbarkeit/NOUN,4123
erreichen/NOUN,4124
erreichung/NOUN,4125
errichtung/NOUN,4126
error/NOUN,4127
errungenschaft/NOUN,4128
ersatz/NOUN,4129
ersatz-/NOUN,4130
ersatzbedarf/NOUN,4131
ersatzteil/NOUN,4132
erschaffung/NOUN,4133
erscheinen/NOUN,4134
erscheinung/NOUN,4135
erscheinungsform/NOUN,4136
erschießung/NOUN,4137
erschließung/NOUN,4138
erschließungsarbeit/NOUN,4139
erschöpfung/NOUN,4140
erschütterung/NOUN,4141
ersetzen/NOUN,4142
ersetzung/NOUN,4143
ersparnis/NOUN,4144
erst/NOUN,4145
erstarrung/NOUN,4146
erstattung/NOUN,4147
erstaufführung/NOUN,4148
erstaunen/NOUN,4149
erstausgabe/NOUN,4150
erstausrüster/NOUN,4151
erstausstrahlung/NOUN,4152
erstbeschreibung/NOUN,4153
erstbesteigung/NOUN,4154
ersteinsatz/NOUN,4155
erstellen/NOUN,4156
erstellung/NOUN,4157
erstligist/NOUN,4158
erstligisten/NOUN,4159
erstling/NOUN,4160
erststimme/NOUN,4161
erstveröffentlichung/NOUN,4162
ersuchen/NOUN,4163
erteilung/NOUN,4164
ertrag/NOUN,4165
ertrinken/NOUN,4166
eruptionsphase/NOUN,4167
erwachen/NOUN,4168
erwachsen/NOUN,4169
erwachsene/NOUN,4170
erwartung/NOUN,4171
erweiterbarkeit/NOUN,4172
erweiterung/NOUN,4173
erweiterungsmöglichkeit/NOUN,4174
erwerb/NOUN,4175
erwerbstätige/NOUN,4176
erwerbstätigkeit/NOUN,4177
erwerbung/NOUN,4178
erwiderung/NOUN,4179
erwirtschaften/NOUN,4180
erwägung/NOUN,4181
erwähnung/NOUN,4182
erwärmung/NOUN,4183
erwünschtheit/NOUN,4184
erz/NOUN,4185
erzbischof/NOUN,4186
erzbistum/NOUN,4187
erzdiözese/NOUN,4188
erzeugen/NOUN,4189
erzeuger/NOUN,4190
erzeugnis/NOUN,4191
erzeugung/NOUN,4192
erzfeind/NOUN,4193
erzherzog/NOUN,4194
erzieher/NOUN,4195
erzieherin/NOUN,4196
erziehung/NOUN,4197
erziehungs-/NOUN,4198
erzlagerstätten/NOUN,4199
erztransporte/NOUN,4200
erzählen/NOUN,4201
erzähler/NOUN,4202
erzählung/NOUN,4203
eröffnung/NOUN,4204
eröffnungsfeier/NOUN,4205
erörterung/NOUN,4206
esche/NOUN,4207
escudo/NOUN,4208
esel/NOUN,4209
eskalation/NOUN,4210
eskorte/NOUN,4211
esplanade/NOUN,4212
essay/NOUN,4213
essen/NOUN,4214
essenz/NOUN,4215
establishment/NOUN,4216
ester/NOUN,4217
etablierung/NOUN,4218
etablissement/NOUN,4219
etage/NOUN,4220
etappe/NOUN,4221
etappensieg/NOUN,4222
etat/NOUN,4223
ethanol/NOUN,4224
ethernet/NOUN,4225
ethik/NOUN,4226
ethnie/NOUN,4227
ethnien/NOUN,4228
ethno/NOUN,4229
ethnologie/NOUN,4230
ethos/NOUN,4231
etikett/NOUN,4232
etikette/NOUN,4233
etui/NOUN,4234
etwas/NOUN,4235
etymon/NOUN,4236
eu-/NOUN,4237
eucharistie/NOUN,4238
eugenik/NOUN,4239
eukaryoten/NOUN,4240
eule/NOUN,4241
eunuch/NOUN,4242
euphemismus/NOUN,4243
euphorie/NOUN,4244
euro/NOUN,4245
europa/NOUN,4246
europa-/NOUN,4247
europameister/NOUN,4248
europameisterschaft/NOUN,4249
europameistertitel/NOUN,4250
europapokal/NOUN,4251
europapolitik/NOUN,4252
europarat/NOUN,4253
europawahl/NOUN,4254
europäer/NOUN,4255
europäerin/NOUN,4256
europäisierung/NOUN,4257
eurozone/NOUN,4258
evakuierung/NOUN,4259
evaluierung/NOUN,4260
evangelist/NOUN,4261
event/NOUN,4262
evergreen/NOUN,4263
evidenz/NOUN,4264
evolution/NOUN,4265
ewg/NOUN,4266
ewigkeit/NOUN,4267
ex/NOUN,4268
examen/NOUN,4269
examensarbeit/NOUN,4270
executive/NOUN,4271
exegese/NOUN,4272
exekution/NOUN,4273
exekutive/NOUN,4274
exempel/NOUN,4275
exemplar/NOUN,4276
exhumierung/NOUN,4277
exil/NOUN,4278
exilant/NOUN,4279
exilkubaner/NOUN,4280
exine/NOUN,4281
existenz/NOUN,4282
existenzminimum/NOUN,4283
exklave/NOUN,4284
exodus/NOUN,4285
exoplaneten/NOUN,4286
expansion/NOUN,4287
expansionsdrang/NOUN,4288
expedition/NOUN,4289
experiment/NOUN,4290
experimentalphysik/NOUN,4291
experimentieren/NOUN,4292
experte/NOUN,4293
expertengruppe/NOUN,4294
expertise/NOUN,4295
explorer/NOUN,4296
explosion/NOUN,4297
explosionsgefahr/NOUN,4298
explosivstoff/NOUN,4299
expo/NOUN,4300
exponat/NOUN,4301
exponate/NOUN,4302
exponent/NOUN,4303
export/NOUN,4304
export-/NOUN,4305
exporteur/NOUN,4306
exportmarkt/NOUN,4307
exportüberschuß/NOUN,4308
exposition/NOUN,4309
express/NOUN,4310
extension/NOUN,4311
extra/NOUN,4312
extraktion/NOUN,4313
extraktionsmittel/NOUN,4314
extravaganz/NOUN,4315
extrem/NOUN,4316
extremist/NOUN,4317
extremität/NOUN,4318
exzeß/NOUN,4319
ezb/NOUN,4320
eßzimmer/NOUN,4321
f/NOUN,4322
fa/NOUN,4323
fabel/NOUN,4324
fabrik/NOUN,4325
fabrikanlage/NOUN,4326
fabrikant/NOUN,4327
fabrikat/NOUN,4328
fabrikation/NOUN,4329
fabrikationsanlage/NOUN,4330
fabrikbesitzer/NOUN,4331
facette/NOUN,4332
facettenauge/NOUN,4333
fach/NOUN,4334
fach-/NOUN,4335
facharbeiter/NOUN,4336
fachartikel/NOUN,4337
facharzt/NOUN,4338
facharztpraxis/NOUN,4339
fachausdruck/NOUN,4340
fachbeirat/NOUN,4341
fachbereich/NOUN,4342
fachbuch/NOUN,4343
fachgebiet/NOUN,4344
fachgeschäft/NOUN,4345
fachgesellschaft/NOUN,4346
fachgruppe/NOUN,4347
fachhandel/NOUN,4348
fachhochschule/NOUN,4349
fachinformatiker/NOUN,4350
fachjargon/NOUN,4351
fachjury/NOUN,4352
fachkraft/NOUN,4353
fachkreis/NOUN,4354
fachleute/NOUN,4355
fachliteratur/NOUN,4356
fachmann/NOUN,4357
fachpresse/NOUN,4358
fachrichtung/NOUN,4359
fachschule/NOUN,4360
fachsprache/NOUN,4361
fachwelt/NOUN,4362
fachwort/NOUN,4363
fachzeitschrift/NOUN,4364
fach|fächer/NOUN,4365
facto/NOUN,4366
facultät/NOUN,4367
fade/NOUN,4368
faden/NOUN,4369
fagott/NOUN,4370
fahne/NOUN,4371
fahnenflucht/NOUN,4372
fahnenträger/NOUN,4373
fahr/NOUN,4374
fahr-/NOUN,4375
fahrbahn/NOUN,4376
fahren/NOUN,4377
fahrer/NOUN,4378
fahrgast/NOUN,4379
fahrgastbetrieb/NOUN,4380
fahrkarte/NOUN,4381
fahrlässigkeit/NOUN,4382
fahrplan/NOUN,4383
fahrrad/NOUN,4384
fahrradfahrer/NOUN,4385
fahrschule/NOUN,4386
fahrspur/NOUN,4387
fahrstraße/NOUN,4388
fahrstreifen/NOUN,4389
fahrstuhl/NOUN,4390
fahrt/NOUN,4391
fahrtzeit/NOUN,4392
fahrwasser/NOUN,4393
fahrweise/NOUN,4394
fahrwerk/NOUN,4395
fahrzeit/NOUN,4396
fahrzeug/NOUN,4397
fahrzeugbauer/NOUN,4398
fahrzeughersteller/NOUN,4399
fahrzeugtyp/NOUN,4400
fairchild/NOUN,4401
faksimile/NOUN,4402
faktor/NOUN,4403
faktum/NOUN,4404
fakultät/NOUN,4405
falke/NOUN,4406
fall/NOUN,4407
falle/NOUN,4408
fallen/NOUN,4409
fallschirm/NOUN,4410
fallschirmjäger/NOUN,4411
fallschirmspringer/NOUN,4412
fallstrick/NOUN,4413
fall|fällen/NOUN,4414
falschaussage/NOUN,4415
falsifikationismus/NOUN,4416
falten/NOUN,4417
falter/NOUN,4418
faltung/NOUN,4419
familie/NOUN,4420
familien-/NOUN,4421
familienangehörige/NOUN,4422
familienbesitz/NOUN,4423
familienbetrieb/NOUN,4424
familienclan/NOUN,4425
familienfeier/NOUN,4426
familiengröße/NOUN,4427
familienleben/NOUN,4428
familienname/NOUN,4429
familienpolitik/NOUN,4430
familienrecht/NOUN,4431
familienunternehmen/NOUN,4432
familienvater/NOUN,4433
familienvermögen/NOUN,4434
familienähnlichkeit/NOUN,4435
fan/NOUN,4436
fanatiker/NOUN,4437
fanatismus/NOUN,4438
fanclub/NOUN,4439
fang/NOUN,4440
fangemeinde/NOUN,4441
fangmaske/NOUN,4442
fangnetz/NOUN,4443
fangquote/NOUN,4444
fanklub/NOUN,4445
fantasie/NOUN,4446
fantasy/NOUN,4447
fantasy-/NOUN,4448
fantasyautorin/NOUN,4449
fanzine/NOUN,4450
farb/NOUN,4451
farb-/NOUN,4452
farbband/NOUN,4453
farbbereich/NOUN,4454
farbdruck/NOUN,4455
farbe/NOUN,4456
farbenspiel/NOUN,4457
farbfilm/NOUN,4458
farbgebung/NOUN,4459
farbholzschnitt/NOUN,4460
farbmorphe/NOUN,4461
farbstoff/NOUN,4462
farbton/NOUN,4463
farbvariante/NOUN,4464
farbwahl/NOUN,4465
farce/NOUN,4466
farm/NOUN,4467
farmer/NOUN,4468
faschismus/NOUN,4469
faschist/NOUN,4470
faser/NOUN,4471
faserstoff/NOUN,4472
faserverbundwerkstoffe/NOUN,4473
fassade/NOUN,4474
fassadenschmuck/NOUN,4475
fassung/NOUN,4476
fassungsvermögen/NOUN,4477
fast-/NOUN,4478
fastenzeit/NOUN,4479
fastnacht/NOUN,4480
faszination/NOUN,4481
fatalismus/NOUN,4482
fauna/NOUN,4483
faun|fauna/NOUN,4484
faust/NOUN,4485
faustkeil/NOUN,4486
faustregel/NOUN,4487
favelas/NOUN,4488
favorit/NOUN,4489
favoritin/NOUN,4490
fax/NOUN,4491
fax-/NOUN,4492
fazit/NOUN,4493
faß/NOUN,4494
fbas-/NOUN,4495
feature/NOUN,4496
features/NOUN,4497
fechten/NOUN,4498
feder/NOUN,4499
federal/NOUN,4500
feder|federn/NOUN,4501
feed/NOUN,4502
feedback/NOUN,4503
fehde/NOUN,4504
fehlbetrag/NOUN,4505
fehlen/NOUN,4506
fehlentscheidung/NOUN,4507
fehlentwicklung/NOUN,4508
fehler/NOUN,4509
fehlernährung/NOUN,4510
fehlerrate/NOUN,4511
fehlgeburt/NOUN,4512
fehlgriff/NOUN,4513
fehlschlag/NOUN,4514
fehlstart/NOUN,4515
fehltritt/NOUN,4516
feier/NOUN,4517
feierabend/NOUN,4518
feierlichkeit/NOUN,4519
feiern/NOUN,4520
feiertag/NOUN,4521
feier|feiern/NOUN,4522
fein/NOUN,4523
feind/NOUN,4524
feindlich/NOUN,4525
feindschaft/NOUN,4526
feindseligkeit/NOUN,4527
feingefühl/NOUN,4528
feinheit/NOUN,4529
feinmechanik/NOUN,4530
feinmechaniker/NOUN,4531
feld/NOUN,4532
feldflur/NOUN,4533
feldhaubitze/NOUN,4534
feldheeres/NOUN,4535
feldherr/NOUN,4536
feldruten/NOUN,4537
feldstein/NOUN,4538
feldstudie/NOUN,4539
feldweg/NOUN,4540
feldzug/NOUN,4541
fell/NOUN,4542
fels/NOUN,4543
felsblock/NOUN,4544
felsen/NOUN,4545
felsenkeller/NOUN,4546
felsenstadt/NOUN,4547
felsinsel/NOUN,4548
felsvorsprung/NOUN,4549
felszeichnungen/NOUN,4550
feminismus/NOUN,4551
fenster/NOUN,4552
fenster-/NOUN,4553
ferien/NOUN,4554
ferienhaus/NOUN,4555
ferienort/NOUN,4556
ferienzeit/NOUN,4557
ferkel/NOUN,4558
fern-/NOUN,4559
ferne/NOUN,4560
fernglas/NOUN,4561
fernhandel/NOUN,4562
fernkurs/NOUN,4563
fernmelde-/NOUN,4564
fernrohr/NOUN,4565
fernseh-/NOUN,4566
fernsehauftritt/NOUN,4567
fernsehen/NOUN,4568
fernseher/NOUN,4569
fernsehfilm/NOUN,4570
fernsehgesellschaft/NOUN,4571
fernsehnachricht/NOUN,4572
fernsehpreis/NOUN,4573
fernsehproduktion/NOUN,4574
fernsehsender/NOUN,4575
fernsehsendung/NOUN,4576
fernsehserie/NOUN,4577
fernsehshow/NOUN,4578
fernsehstation/NOUN,4579
fernsehwerbespot/NOUN,4580
fernsehübertragung/NOUN,4581
fernsprecher/NOUN,4582
fernsteuerung/NOUN,4583
fernstraße/NOUN,4584
fernstraßennetz/NOUN,4585
fernstudium/NOUN,4586
ferntransport/NOUN,4587
fernuniversität/NOUN,4588
fernverbindung/NOUN,4589
fernverkehr/NOUN,4590
fernwirkung/NOUN,4591
ferse/NOUN,4592
fertigkeit/NOUN,4593
fertigprodukt/NOUN,4594
fertigstellung/NOUN,4595
fertigung/NOUN,4596
fessel/NOUN,4597
fest/NOUN,4598
fest-/NOUN,4599
festakt/NOUN,4600
festigkeit/NOUN,4601
festigung/NOUN,4602
festival/NOUN,4603
festivalgelände/NOUN,4604
festivität/NOUN,4605
festland/NOUN,4606
festlegung/NOUN,4607
festmahl/NOUN,4608
festnahme/NOUN,4609
festnetz/NOUN,4610
festnetzanschluss/NOUN,4611
festplatte/NOUN,4612
festplatz/NOUN,4613
festrede/NOUN,4614
festsaal/NOUN,4615
festsetzung/NOUN,4616
festspiel/NOUN,4617
feststellung/NOUN,4618
festtag/NOUN,4619
festung/NOUN,4620
festungsanlage/NOUN,4621
festungsbereich/NOUN,4622
festungsruine/NOUN,4623
festungsstadt/NOUN,4624
festwoche/NOUN,4625
fetisch/NOUN,4626
fett/NOUN,4627
fettgewebe/NOUN,4628
fettleibigkeit/NOUN,4629
fettstoffwechsel/NOUN,4630
fettsäureester/NOUN,4631
fetzen/NOUN,4632
feuchte/NOUN,4633
feuchtigkeit/NOUN,4634
feuer/NOUN,4635
feuerleiter/NOUN,4636
feuerlöscher/NOUN,4637
feuerwehr/NOUN,4638
feuerwehrmann/NOUN,4639
feuerwerk/NOUN,4640
feuerwerkskörper/NOUN,4641
feuerzeug/NOUN,4642
feuilleton/NOUN,4643
fez/NOUN,4644
ff/NOUN,4645
fh/NOUN,4646
fiasko/NOUN,4647
fichte/NOUN,4648
fichtenforst/NOUN,4649
fieber/NOUN,4650
fieberanstieg/NOUN,4651
figur/NOUN,4652
fiktion/NOUN,4653
filamente/NOUN,4654
file/NOUN,4655
filiale/NOUN,4656
filialkirche/NOUN,4657
film/NOUN,4658
film-/NOUN,4659
filmautor/NOUN,4660
filmdebüt/NOUN,4661
filmdokumentation/NOUN,4662
filmemacher/NOUN,4663
filmfestival/NOUN,4664
filmgesellschaft/NOUN,4665
filmhersteller/NOUN,4666
filmindustrie/NOUN,4667
filmkamera/NOUN,4668
filmkenner/NOUN,4669
filmkomödie/NOUN,4670
filmkritikervereinigung/NOUN,4671
filmmaterial/NOUN,4672
filmmuseum/NOUN,4673
filmmusik/NOUN,4674
filmpreis/NOUN,4675
filmproduktion/NOUN,4676
filmproduzent/NOUN,4677
filmprojektor/NOUN,4678
filmregisseur/NOUN,4679
filmreihe/NOUN,4680
filmrolle/NOUN,4681
filmschaffende/NOUN,4682
filmschauspieler/NOUN,4683
filmset/NOUN,4684
filmsong/NOUN,4685
filmstar/NOUN,4686
filmstudio/NOUN,4687
filmteam/NOUN,4688
filmtheater/NOUN,4689
filmverleih/NOUN,4690
filmvorführung/NOUN,4691
filter/NOUN,4692
filter-/NOUN,4693
filtern/NOUN,4694
filterung/NOUN,4695
final/NOUN,4696
finale/NOUN,4697
finalist/NOUN,4698
finalrunde/NOUN,4699
finalspiel/NOUN,4700
finanz/NOUN,4701
finanz-/NOUN,4702
finanzamt/NOUN,4703
finanzbeamte/NOUN,4704
finanzdienstleister/NOUN,4705
finanzexperte/NOUN,4706
finanzfachmann/NOUN,4707
finanzier/NOUN,4708
finanzierung/NOUN,4709
finanzierungsinstrument/NOUN,4710
finanzinstitut/NOUN,4711
finanzkommission/NOUN,4712
finanzkraft/NOUN,4713
finanzlage/NOUN,4714
finanzmarkt/NOUN,4715
finanzminister/NOUN,4716
finanzministerium/NOUN,4717
finanznot/NOUN,4718
finanzplatz/NOUN,4719
finanzpolitik/NOUN,4720
finanzproblem/NOUN,4721
finanzsektor/NOUN,4722
finanzvorstand/NOUN,4723
finden/NOUN,4724
finder/NOUN,4725
finger/NOUN,4726
finger-/NOUN,4727
fingerabdruck/NOUN,4728
fingernagel/NOUN,4729
fingerspitzengefühl/NOUN,4730
finne/NOUN,4731
finnisch/NOUN,4732
finnland/NOUN,4733
finsternis/NOUN,4734
fire/NOUN,4735
firewall/NOUN,4736
firewire/NOUN,4737
firm/NOUN,4738
firma/NOUN,4739
firmenchef/NOUN,4740
firmengründer/NOUN,4741
firmenlogo/NOUN,4742
firmenname/NOUN,4743
firmensitz/NOUN,4744
firmenzentrale/NOUN,4745
firmware/NOUN,4746
first/NOUN,4747
fisch/NOUN,4748
fischdampfer/NOUN,4749
fischer/NOUN,4750
fischerboot/NOUN,4751
fischerei/NOUN,4752
fischerort/NOUN,4753
fischgrund/NOUN,4754
fisch|fischen/NOUN,4755
fiskus/NOUN,4756
fitneß/NOUN,4757
fixierung/NOUN,4758
fjord/NOUN,4759
fl/NOUN,4760
flachdecke/NOUN,4761
flachland/NOUN,4762
flachs/NOUN,4763
flag/NOUN,4764
flagge/NOUN,4765
flaggschiff/NOUN,4766
flair/NOUN,4767
flak/NOUN,4768
flakfeuer/NOUN,4769
flamme/NOUN,4770
flanke/NOUN,4771
flasche/NOUN,4772
flaschenform/NOUN,4773
flat/NOUN,4774
flatrate/NOUN,4775
flaute/NOUN,4776
flaviviren/NOUN,4777
flechte|flechten/NOUN,4778
fleck/NOUN,4779
flecken/NOUN,4780
fledermaus/NOUN,4781
fledertiere/NOUN,4782
fleisch/NOUN,4783
fleisch-/NOUN,4784
fleischer/NOUN,4785
fleischerei/NOUN,4786
fleischfabrikant/NOUN,4787
fleischgericht/NOUN,4788
fleiß/NOUN,4789
flexibilisierung/NOUN,4790
flexibilität/NOUN,4791
fliege/NOUN,4792
fliegen/NOUN,4793
flieger/NOUN,4794
fliegertruppe/NOUN,4795
fließband/NOUN,4796
fließen/NOUN,4797
fließgewässer/NOUN,4798
flinte/NOUN,4799
flirt/NOUN,4800
flocke/NOUN,4801
floh/NOUN,4802
flohmarkt/NOUN,4803
flop/NOUN,4804
florenz/NOUN,4805
floskel/NOUN,4806
flosse/NOUN,4807
flotte/NOUN,4808
flottille/NOUN,4809
floß/NOUN,4810
fluch/NOUN,4811
flucht/NOUN,4812
fluchtgefahr/NOUN,4813
fluchtplan/NOUN,4814
fluchtpunkt/NOUN,4815
fluchtroute/NOUN,4816
fluchtversuch/NOUN,4817
fluchtweg/NOUN,4818
flug/NOUN,4819
flug-/NOUN,4820
flugabwehr/NOUN,4821
flugbahn/NOUN,4822
flugblatt/NOUN,4823
flugboot/NOUN,4824
flugeigenschaft/NOUN,4825
flugerfahrung/NOUN,4826
flugfeld/NOUN,4827
fluggast/NOUN,4828
fluggerät/NOUN,4829
fluggesellschaft/NOUN,4830
flughafen/NOUN,4831
fluglehrer/NOUN,4832
fluglinie/NOUN,4833
flugmanöver/NOUN,4834
flugplatz/NOUN,4835
flugreise/NOUN,4836
flugsicherung/NOUN,4837
flugticket/NOUN,4838
flugverbindung/NOUN,4839
flugverkehr/NOUN,4840
flugzeit/NOUN,4841
flugzeug/NOUN,4842
flugzeug-/NOUN,4843
flugzeugabsturz/NOUN,4844
flugzeugbauer/NOUN,4845
flugzeughersteller/NOUN,4846
flugzeugträger/NOUN,4847
fluktuation/NOUN,4848
fluor/NOUN,4849
flur/NOUN,4850
flurbezeichnung/NOUN,4851
flurname/NOUN,4852
flussausbau/NOUN,4853
flussnetz/NOUN,4854
flut/NOUN,4855
flutkatastrophe/NOUN,4856
flutwelle/NOUN,4857
fluß/NOUN,4858
flußabschnitt/NOUN,4859
flußlauf/NOUN,4860
flußmündung/NOUN,4861
flußsystem/NOUN,4862
flußtal/NOUN,4863
flußufer/NOUN,4864
flyer/NOUN,4865
fläche/NOUN,4866
flächen-/NOUN,4867
flächenmaß/NOUN,4868
flächennutzungsplan/NOUN,4869
flöte/NOUN,4870
flötenspieler/NOUN,4871
flüchtigkeit/NOUN,4872
flüchtling/NOUN,4873
flüchtlingskind/NOUN,4874
flüchtlingswelle/NOUN,4875
flügel/NOUN,4876
flügeladerung/NOUN,4877
flügeldecke/NOUN,4878
flügelprofil/NOUN,4879
flügelstürmer/NOUN,4880
flügeltür/NOUN,4881
flüssigkeit/NOUN,4882
focus/NOUN,4883
fokus/NOUN,4884
fokussierung/NOUN,4885
folge/NOUN,4886
folgejahr/NOUN,4887
folgen/NOUN,4888
folgend/NOUN,4889
folgende/NOUN,4890
folgerung/NOUN,4891
folgeschaden/NOUN,4892
folgezeit/NOUN,4893
folie/NOUN,4894
folio/NOUN,4895
folklore/NOUN,4896
folsäure/NOUN,4897
folter/NOUN,4898
fond/NOUN,4899
fonds/NOUN,4900
fonts/NOUN,4901
fontäne/NOUN,4902
football/NOUN,4903
footballspieler/NOUN,4904
footballteam/NOUN,4905
force/NOUN,4906
forcierung/NOUN,4907
forderung/NOUN,4908
form/NOUN,4909
formalist/NOUN,4910
formalität/NOUN,4911
format/NOUN,4912
formation/NOUN,4913
formel/NOUN,4914
formelement/NOUN,4915
formen/NOUN,4916
formen-/NOUN,4917
formensprache/NOUN,4918
former/NOUN,4919
formgebung/NOUN,4920
formierung/NOUN,4921
formsache/NOUN,4922
formular/NOUN,4923
formulierung/NOUN,4924
formung/NOUN,4925
forschen/NOUN,4926
forscher/NOUN,4927
forschergruppe/NOUN,4928
forscherin/NOUN,4929
forschung/NOUN,4930
forschungs-/NOUN,4931
forschungsanstalt/NOUN,4932
forschungsbericht/NOUN,4933
forschungsexpedition/NOUN,4934
forschungsgebiet/NOUN,4935
forschungsinstitut/NOUN,4936
forschungsleistung/NOUN,4937
forschungsprojekt/NOUN,4938
forschungsschwerpunkt/NOUN,4939
forschungsstand/NOUN,4940
forschungsteam/NOUN,4941
forst/NOUN,4942
forstamt/NOUN,4943
forstbeamte/NOUN,4944
forsthaus/NOUN,4945
forstmänner/NOUN,4946
forststraße/NOUN,4947
forstwirtschaft/NOUN,4948
fort/NOUN,4949
fort-/NOUN,4950
fortbestand/NOUN,4951
fortbestehen/NOUN,4952
fortbewegung/NOUN,4953
fortbildung/NOUN,4954
fortdauer/NOUN,4955
fortentwicklung/NOUN,4956
fortführung/NOUN,4957
fortgang/NOUN,4958
fortgeltung/NOUN,4959
fortissimo/NOUN,4960
fortkommen/NOUN,4961
fortpflanzung/NOUN,4962
fortschreiten/NOUN,4963
fortschritt/NOUN,4964
fortsetzung/NOUN,4965
fortsätze/NOUN,4966
fortsätzen/NOUN,4967
forum/NOUN,4968
fossil/NOUN,4969
foto/NOUN,4970
foto-/NOUN,4971
fotoalbum/NOUN,4972
fotoapparat/NOUN,4973
fotodruck/NOUN,4974
fotograf/NOUN,4975
fotografie/NOUN,4976
fotografieren/NOUN,4977
fotografin/NOUN,4978
fotolabor/NOUN,4979
fotomontage/NOUN,4980
fotoreportage/NOUN,4981
foul/NOUN,4982
foyer/NOUN,4983
fpu/NOUN,4984
fpö/NOUN,4985
fracht/NOUN,4986
fracht-/NOUN,4987
frachter/NOUN,4988
frachtverkehr/NOUN,4989
frage/NOUN,4990
fragen/NOUN,4991
fragestellung/NOUN,4992
fragezeichen/NOUN,4993
fragment/NOUN,4994
fraktion/NOUN,4995
fraktionierung/NOUN,4996
fraktionschef/NOUN,4997
fraktionsdisziplin/NOUN,4998
fraktionskollege/NOUN,4999
fraktionsvorsitz/NOUN,5000
fraktionsvorsitzende/NOUN,5001
fraktur/NOUN,5002
frame/NOUN,5003
frames/NOUN,5004
framework/NOUN,5005
franc/NOUN,5006
franchise/NOUN,5007
franchises/NOUN,5008
franke/NOUN,5009
frankfurter/NOUN,5010
frankreich/NOUN,5011
franse/NOUN,5012
franz/NOUN,5013
franziskaner/NOUN,5014
franziskanerorden/NOUN,5015
franzose/NOUN,5016
französin/NOUN,5017
französisch/NOUN,5018
frau/NOUN,5019
frauen-/NOUN,5020
frauenbild/NOUN,5021
frauenkirche/NOUN,5022
frauenmannschaft/NOUN,5023
frauenorden/NOUN,5024
frauenrechtsbewegung/NOUN,5025
frauenwahlrecht/NOUN,5026
fraunhofer/NOUN,5027
freak/NOUN,5028
frechheit/NOUN,5029
free-/NOUN,5030
freibad/NOUN,5031
freiberufler/NOUN,5032
freibetrag/NOUN,5033
freibeuter/NOUN,5034
freibrief/NOUN,5035
freiburger/NOUN,5036
freie/NOUN,5037
freiflächen/NOUN,5038
freigabe/NOUN,5039
freigebigkeit/NOUN,5040
freigeist/NOUN,5041
freihandel/NOUN,5042
freihandelszone/NOUN,5043
freiheit/NOUN,5044
freiheiten/NOUN,5045
freiheits-/NOUN,5046
freiheitsentzug/NOUN,5047
freiheitskampf/NOUN,5048
freiherr/NOUN,5049
freikirche/NOUN,5050
freilassung/NOUN,5051
freimaurer/NOUN,5052
freiraum/NOUN,5053
freisetzung/NOUN,5054
freispruch/NOUN,5055
freistaat/NOUN,5056
freistaaten/NOUN,5057
freistellung/NOUN,5058
freitag/NOUN,5059
freitod/NOUN,5060
freitreppe/NOUN,5061
freiwillig/NOUN,5062
freiwillige/NOUN,5063
freiwilligendienst/NOUN,5064
